seqid,start,end,source,type,score,strand,phase,attributes
contig_25,67093,67276,ena,CDS,.,+,0,.
contig_25,66252,66426,ena,CDS,.,+,0,.
contig_25,63396,63690,ena,CDS,.,+,0,.
contig_25,59407,59626,ena,CDS,.,+,0,.
contig_25,58347,59151,ena,CDS,.,+,0,.
contig_25,57772,57967,ena,CDS,.,+,0,.
contig_25,56774,57764,ena,CDS,.,+,0,.
contig_25,56525,56762,ena,CDS,.,+,0,.
contig_25,56245,56524,ena,CDS,.,+,0,.
contig_25,55473,56016,ena,CDS,.,+,0,.
contig_25,55107,55359,ena,CDS,.,+,0,.
contig_25,53521,54070,ena,CDS,.,+,0,.
contig_25,50752,53512,ena,CDS,.,+,0,.
contig_25,50270,50498,ena,CDS,.,+,0,.
contig_25,49894,50206,ena,CDS,.,+,0,.
contig_25,48976,49681,ena,CDS,.,+,0,.
contig_25,48467,48947,ena,CDS,.,+,0,.
contig_25,47619,48279,ena,CDS,.,+,0,.
contig_25,47327,47519,ena,CDS,.,+,0,.
contig_25,45288,46227,ena,CDS,.,+,0,.
contig_25,44630,45026,ena,CDS,.,+,0,.
contig_25,42594,44622,ena,CDS,.,+,0,.
contig_25,42108,42459,ena,CDS,.,+,0,.
contig_25,41583,42099,ena,CDS,.,+,0,.
contig_25,40591,41572,ena,CDS,.,+,0,.
contig_25,38015,40217,ena,CDS,.,+,0,.
contig_25,36605,37364,ena,CDS,.,+,0,.
contig_25,36070,36208,ena,CDS,.,+,0,.
contig_25,34849,35407,ena,CDS,.,+,0,.
contig_25,34316,34808,ena,CDS,.,+,0,.
contig_25,33978,34275,ena,CDS,.,+,0,.
contig_25,33176,33782,ena,CDS,.,+,0,.
contig_25,32921,33167,ena,CDS,.,+,0,.
contig_25,32353,32881,ena,CDS,.,+,0,.
contig_25,31713,32304,ena,CDS,.,+,0,.
contig_25,29062,31639,ena,CDS,.,+,0,.
contig_25,27360,28191,ena,CDS,.,+,0,.
contig_25,26904,27114,ena,CDS,.,+,0,.
contig_25,26667,26832,ena,CDS,.,+,0,.
contig_25,26032,26221,ena,CDS,.,+,0,.
contig_25,24847,25936,ena,CDS,.,+,0,.
contig_25,23660,24842,ena,CDS,.,+,0,.
contig_25,21930,23466,ena,CDS,.,+,0,.
contig_25,20936,21875,ena,CDS,.,+,0,.
contig_25,20217,20913,ena,CDS,.,+,0,.
contig_25,18997,19678,ena,CDS,.,+,0,.
contig_25,16009,17179,ena,CDS,.,+,0,.
contig_25,15282,15951,ena,CDS,.,+,0,.
contig_25,14949,15243,ena,CDS,.,+,0,.
contig_25,14570,14885,ena,CDS,.,+,0,.
contig_25,12608,13808,ena,CDS,.,+,0,.
contig_25,11439,12384,ena,CDS,.,+,0,.
contig_25,10953,11394,ena,CDS,.,+,0,.
contig_25,10738,10894,ena,CDS,.,+,0,.
contig_25,10089,10371,ena,CDS,.,+,0,.
contig_25,9458,9713,ena,CDS,.,+,0,.
contig_25,6895,8068,ena,CDS,.,+,0,.
contig_25,5248,6865,ena,CDS,.,+,0,.
contig_25,4687,4804,ena,CDS,.,+,0,.
contig_25,2689,3265,ena,CDS,.,+,0,.
contig_25,643,2563,ena,CDS,.,+,0,.
contig_25,345,546,ena,CDS,.,+,0,.
contig_33,123432,124374,ena,CDS,.,+,0,.
contig_33,122277,123366,ena,CDS,.,+,0,.
contig_33,121170,122268,ena,CDS,.,+,0,.
contig_33,120286,120946,ena,CDS,.,+,0,.
contig_33,116242,117436,ena,CDS,.,+,0,.
contig_33,113975,115901,ena,CDS,.,+,0,.
contig_33,113199,113577,ena,CDS,.,+,0,.
contig_33,112576,112831,ena,CDS,.,+,0,.
contig_33,112335,112566,ena,CDS,.,+,0,.
contig_33,110249,110606,ena,CDS,.,+,0,.
contig_33,105645,109116,ena,CDS,.,+,0,.
contig_33,102523,102793,ena,CDS,.,+,0,.
contig_33,100735,102403,ena,CDS,.,+,0,.
contig_33,98967,100734,ena,CDS,.,+,0,.
contig_33,95292,98964,ena,CDS,.,+,0,.
contig_33,94204,94426,ena,CDS,.,+,0,.
contig_33,91588,93586,ena,CDS,.,+,0,.
contig_33,90606,91578,ena,CDS,.,+,0,.
contig_33,88348,90553,ena,CDS,.,+,0,.
contig_33,86759,86966,ena,CDS,.,+,0,.
contig_33,84348,86127,ena,CDS,.,+,0,.
contig_33,83139,84237,ena,CDS,.,+,0,.
contig_33,81551,82292,ena,CDS,.,+,0,.
contig_33,76709,79664,ena,CDS,.,+,0,.
contig_33,75180,75381,ena,CDS,.,+,0,.
contig_33,73865,74978,ena,CDS,.,+,0,.
contig_33,73350,73536,ena,CDS,.,+,0,.
contig_33,71929,72187,ena,CDS,.,+,0,.
contig_33,71587,71764,ena,CDS,.,+,0,.
contig_33,71027,71186,ena,CDS,.,+,0,.
contig_33,70575,70872,ena,CDS,.,+,0,.
contig_33,68120,68339,ena,CDS,.,+,0,.
contig_33,66099,66855,ena,CDS,.,+,0,.
contig_33,65159,66092,ena,CDS,.,+,0,.
contig_33,64291,65149,ena,CDS,.,+,0,.
contig_33,63749,63923,ena,CDS,.,+,0,.
contig_33,61741,62353,ena,CDS,.,+,0,.
contig_33,60924,61599,ena,CDS,.,+,0,.
contig_33,59362,60922,ena,CDS,.,+,0,.
contig_33,58795,59161,ena,CDS,.,+,0,.
contig_33,58261,58618,ena,CDS,.,+,0,.
contig_33,58006,58225,ena,CDS,.,+,0,.
contig_33,56455,56710,ena,CDS,.,+,0,.
contig_33,55209,55851,ena,CDS,.,+,0,.
contig_33,53574,54141,ena,CDS,.,+,0,.
contig_33,52292,53573,ena,CDS,.,+,0,.
contig_33,51787,52291,ena,CDS,.,+,0,.
contig_33,51234,51720,ena,CDS,.,+,0,.
contig_33,50257,51196,ena,CDS,.,+,0,.
contig_33,49275,50073,ena,CDS,.,+,0,.
contig_33,48292,49198,ena,CDS,.,+,0,.
contig_33,47273,48284,ena,CDS,.,+,0,.
contig_33,45822,47022,ena,CDS,.,+,0,.
contig_33,45436,45820,ena,CDS,.,+,0,.
contig_33,44033,45359,ena,CDS,.,+,0,.
contig_33,43320,44031,ena,CDS,.,+,0,.
contig_33,42978,43194,ena,CDS,.,+,0,.
contig_33,41483,42335,ena,CDS,.,+,0,.
contig_33,37102,40963,ena,CDS,.,+,0,.
contig_33,33613,36679,ena,CDS,.,+,0,.
contig_33,32471,33605,ena,CDS,.,+,0,.
contig_33,31356,32325,ena,CDS,.,+,0,.
contig_33,28370,31205,ena,CDS,.,+,0,.
contig_33,27409,27994,ena,CDS,.,+,0,.
contig_33,27053,27407,ena,CDS,.,+,0,.
contig_33,26617,26971,ena,CDS,.,+,0,.
contig_33,25802,26615,ena,CDS,.,+,0,.
contig_33,21984,22632,ena,CDS,.,+,0,.
contig_33,19718,20702,ena,CDS,.,+,0,.
contig_33,17822,18842,ena,CDS,.,+,0,.
contig_33,16737,17802,ena,CDS,.,+,0,.
contig_33,15848,16727,ena,CDS,.,+,0,.
contig_33,14800,15772,ena,CDS,.,+,0,.
contig_33,13283,14789,ena,CDS,.,+,0,.
contig_33,12820,13240,ena,CDS,.,+,0,.
contig_33,11446,11884,ena,CDS,.,+,0,.
contig_33,11065,11410,ena,CDS,.,+,0,.
contig_33,9494,10940,ena,CDS,.,+,0,.
contig_33,7817,9485,ena,CDS,.,+,0,.
contig_33,6595,6712,ena,CDS,.,+,0,.
contig_33,6097,6256,ena,CDS,.,+,0,.
contig_33,4167,5649,ena,CDS,.,+,0,.
contig_33,3699,3978,ena,CDS,.,+,0,.
contig_33,3391,3688,ena,CDS,.,+,0,.
contig_33,2614,3001,ena,CDS,.,+,0,.
contig_33,524,1130,ena,CDS,.,+,0,.
contig_2,111514,112435,ena,CDS,.,+,0,.
contig_2,110406,111498,ena,CDS,.,+,0,.
contig_2,109567,110347,ena,CDS,.,+,0,.
contig_2,108741,109530,ena,CDS,.,+,0,.
contig_2,107970,108720,ena,CDS,.,+,0,.
contig_2,106424,107729,ena,CDS,.,+,0,.
contig_2,105686,106394,ena,CDS,.,+,0,.
contig_2,105252,105669,ena,CDS,.,+,0,.
contig_2,104852,105248,ena,CDS,.,+,0,.
contig_2,103606,104434,ena,CDS,.,+,0,.
contig_2,102666,103593,ena,CDS,.,+,0,.
contig_2,100296,100728,ena,CDS,.,+,0,.
contig_2,99652,100288,ena,CDS,.,+,0,.
contig_2,96045,97470,ena,CDS,.,+,0,.
contig_2,95102,95894,ena,CDS,.,+,0,.
contig_2,93923,95018,ena,CDS,.,+,0,.
contig_2,91410,91566,ena,CDS,.,+,0,.
contig_2,91194,91377,ena,CDS,.,+,0,.
contig_2,90873,91071,ena,CDS,.,+,0,.
contig_2,87441,90162,ena,CDS,.,+,0,.
contig_2,83737,83986,ena,CDS,.,+,0,.
contig_2,82996,83476,ena,CDS,.,+,0,.
contig_2,81229,82897,ena,CDS,.,+,0,.
contig_2,79977,80832,ena,CDS,.,+,0,.
contig_2,79152,79935,ena,CDS,.,+,0,.
contig_2,78730,79114,ena,CDS,.,+,0,.
contig_2,77831,78707,ena,CDS,.,+,0,.
contig_2,76735,77827,ena,CDS,.,+,0,.
contig_2,75450,76710,ena,CDS,.,+,0,.
contig_2,74010,74139,ena,CDS,.,+,0,.
contig_2,70415,70691,ena,CDS,.,+,0,.
contig_2,69061,69214,ena,CDS,.,+,0,.
contig_2,67592,68741,ena,CDS,.,+,0,.
contig_2,66825,67017,ena,CDS,.,+,0,.
contig_2,66497,66692,ena,CDS,.,+,0,.
contig_2,64335,64710,ena,CDS,.,+,0,.
contig_2,63084,63213,ena,CDS,.,+,0,.
contig_2,61245,61590,ena,CDS,.,+,0,.
contig_2,55272,55560,ena,CDS,.,+,0,.
contig_2,54474,54846,ena,CDS,.,+,0,.
contig_2,53854,54166,ena,CDS,.,+,0,.
contig_2,53348,53570,ena,CDS,.,+,0,.
contig_2,48556,48775,ena,CDS,.,+,0,.
contig_2,46602,47853,ena,CDS,.,+,0,.
contig_2,43471,44011,ena,CDS,.,+,0,.
contig_2,43225,43384,ena,CDS,.,+,0,.
contig_2,40281,41967,ena,CDS,.,+,0,.
contig_2,38790,40215,ena,CDS,.,+,0,.
contig_2,37673,38621,ena,CDS,.,+,0,.
contig_2,37195,37636,ena,CDS,.,+,0,.
contig_2,36106,36379,ena,CDS,.,+,0,.
contig_2,35296,35701,ena,CDS,.,+,0,.
contig_2,33389,34166,ena,CDS,.,+,0,.
contig_2,33104,33386,ena,CDS,.,+,0,.
contig_2,29679,29976,ena,CDS,.,+,0,.
contig_2,26098,26284,ena,CDS,.,+,0,.
contig_2,23362,24442,ena,CDS,.,+,0,.
contig_2,23087,23354,ena,CDS,.,+,0,.
contig_2,22429,22966,ena,CDS,.,+,0,.
contig_2,21438,22362,ena,CDS,.,+,0,.
contig_2,18973,20422,ena,CDS,.,+,0,.
contig_2,17875,18829,ena,CDS,.,+,0,.
contig_2,17149,17860,ena,CDS,.,+,0,.
contig_2,16007,16241,ena,CDS,.,+,0,.
contig_2,14978,15197,ena,CDS,.,+,0,.
contig_2,14418,14670,ena,CDS,.,+,0,.
contig_2,13968,14142,ena,CDS,.,+,0,.
contig_2,13127,13631,ena,CDS,.,+,0,.
contig_2,12117,13122,ena,CDS,.,+,0,.
contig_2,11619,12087,ena,CDS,.,+,0,.
contig_2,9864,10974,ena,CDS,.,+,0,.
contig_2,9110,9767,ena,CDS,.,+,0,.
contig_2,8002,9109,ena,CDS,.,+,0,.
contig_2,7533,7983,ena,CDS,.,+,0,.
contig_2,6268,7333,ena,CDS,.,+,0,.
contig_2,4912,6052,ena,CDS,.,+,0,.
contig_2,4387,4789,ena,CDS,.,+,0,.
contig_2,3046,4294,ena,CDS,.,+,0,.
contig_2,2419,2884,ena,CDS,.,+,0,.
contig_2,985,2275,ena,CDS,.,+,0,.
contig_42,109338,110667,ena,CDS,.,+,0,.
contig_42,108458,108647,ena,CDS,.,+,0,.
contig_42,106932,107136,ena,CDS,.,+,0,.
contig_42,105045,106431,ena,CDS,.,+,0,.
contig_42,103033,104104,ena,CDS,.,+,0,.
contig_42,102316,102751,ena,CDS,.,+,0,.
contig_42,101323,101647,ena,CDS,.,+,0,.
contig_42,99547,100864,ena,CDS,.,+,0,.
contig_42,97989,99537,ena,CDS,.,+,0,.
contig_42,95941,97645,ena,CDS,.,+,0,.
contig_42,95670,95856,ena,CDS,.,+,0,.
contig_42,95343,95580,ena,CDS,.,+,0,.
contig_42,91970,92291,ena,CDS,.,+,0,.
contig_42,90210,90507,ena,CDS,.,+,0,.
contig_42,89028,89922,ena,CDS,.,+,0,.
contig_42,88270,88420,ena,CDS,.,+,0,.
contig_42,87712,88003,ena,CDS,.,+,0,.
contig_42,82464,82623,ena,CDS,.,+,0,.
contig_42,81766,81994,ena,CDS,.,+,0,.
contig_42,80847,81384,ena,CDS,.,+,0,.
contig_42,80334,80703,ena,CDS,.,+,0,.
contig_42,77562,77901,ena,CDS,.,+,0,.
contig_42,76748,76931,ena,CDS,.,+,0,.
contig_42,75646,75988,ena,CDS,.,+,0,.
contig_42,74947,75433,ena,CDS,.,+,0,.
contig_42,73864,74860,ena,CDS,.,+,0,.
contig_42,73394,73820,ena,CDS,.,+,0,.
contig_42,72086,73022,ena,CDS,.,+,0,.
contig_42,70937,71579,ena,CDS,.,+,0,.
contig_42,70446,70923,ena,CDS,.,+,0,.
contig_42,69878,70430,ena,CDS,.,+,0,.
contig_42,69680,69869,ena,CDS,.,+,0,.
contig_42,60301,60757,ena,CDS,.,+,0,.
contig_42,57432,57750,ena,CDS,.,+,0,.
contig_42,55927,56287,ena,CDS,.,+,0,.
contig_42,53165,53279,ena,CDS,.,+,0,.
contig_42,45119,45434,ena,CDS,.,+,0,.
contig_42,30513,30729,ena,CDS,.,+,0,.
contig_42,27135,27333,ena,CDS,.,+,0,.
contig_42,25129,25357,ena,CDS,.,+,0,.
contig_42,24331,24655,ena,CDS,.,+,0,.
contig_42,19577,20123,ena,CDS,.,+,0,.
contig_42,17587,18502,ena,CDS,.,+,0,.
contig_42,16619,16958,ena,CDS,.,+,0,.
contig_42,15288,15435,ena,CDS,.,+,0,.
contig_42,13128,14373,ena,CDS,.,+,0,.
contig_42,10655,10874,ena,CDS,.,+,0,.
contig_30,100763,101168,ena,CDS,.,+,0,.
contig_30,99016,100399,ena,CDS,.,+,0,.
contig_30,96145,98767,ena,CDS,.,+,0,.
contig_30,93602,95657,ena,CDS,.,+,0,.
contig_30,89981,90695,ena,CDS,.,+,0,.
contig_30,89005,89239,ena,CDS,.,+,0,.
contig_30,82775,83426,ena,CDS,.,+,0,.
contig_30,81859,82387,ena,CDS,.,+,0,.
contig_30,81123,81813,ena,CDS,.,+,0,.
contig_30,79694,79886,ena,CDS,.,+,0,.
contig_30,79385,79673,ena,CDS,.,+,0,.
contig_30,77774,78779,ena,CDS,.,+,0,.
contig_30,77414,77672,ena,CDS,.,+,0,.
contig_30,74239,75079,ena,CDS,.,+,0,.
contig_30,73359,74229,ena,CDS,.,+,0,.
contig_30,71503,73333,ena,CDS,.,+,0,.
contig_30,70421,71465,ena,CDS,.,+,0,.
contig_30,69394,70420,ena,CDS,.,+,0,.
contig_30,68151,68619,ena,CDS,.,+,0,.
contig_30,65887,66094,ena,CDS,.,+,0,.
contig_30,63315,63480,ena,CDS,.,+,0,.
contig_30,59100,59319,ena,CDS,.,+,0,.
contig_30,58047,58827,ena,CDS,.,+,0,.
contig_30,55363,55450,ena,CDS,.,+,0,.
contig_30,55134,55311,ena,CDS,.,+,0,.
contig_30,54700,54973,ena,CDS,.,+,0,.
contig_30,54267,54636,ena,CDS,.,+,0,.
contig_30,53851,53995,ena,CDS,.,+,0,.
contig_30,53602,53839,ena,CDS,.,+,0,.
contig_30,52747,52978,ena,CDS,.,+,0,.
contig_30,51275,52574,ena,CDS,.,+,0,.
contig_30,50462,51182,ena,CDS,.,+,0,.
contig_30,49791,50262,ena,CDS,.,+,0,.
contig_30,48986,49181,ena,CDS,.,+,0,.
contig_30,48477,48765,ena,CDS,.,+,0,.
contig_30,47963,48230,ena,CDS,.,+,0,.
contig_30,47615,47885,ena,CDS,.,+,0,.
contig_30,47251,47383,ena,CDS,.,+,0,.
contig_30,46666,47137,ena,CDS,.,+,0,.
contig_30,45689,46529,ena,CDS,.,+,0,.
contig_30,44255,44423,ena,CDS,.,+,0,.
contig_30,42157,42274,ena,CDS,.,+,0,.
contig_30,41381,41855,ena,CDS,.,+,0,.
contig_30,40393,41356,ena,CDS,.,+,0,.
contig_30,39234,40188,ena,CDS,.,+,0,.
contig_30,38666,39173,ena,CDS,.,+,0,.
contig_30,38149,38485,ena,CDS,.,+,0,.
contig_30,37851,38130,ena,CDS,.,+,0,.
contig_30,37055,37499,ena,CDS,.,+,0,.
contig_30,35892,37002,ena,CDS,.,+,0,.
contig_30,34354,35785,ena,CDS,.,+,0,.
contig_30,33242,34286,ena,CDS,.,+,0,.
contig_30,33030,33186,ena,CDS,.,+,0,.
contig_30,31352,32228,ena,CDS,.,+,0,.
contig_30,28693,28969,ena,CDS,.,+,0,.
contig_30,24772,25633,ena,CDS,.,+,0,.
contig_30,24364,24664,ena,CDS,.,+,0,.
contig_30,23313,24255,ena,CDS,.,+,0,.
contig_30,22691,22859,ena,CDS,.,+,0,.
contig_30,22127,22571,ena,CDS,.,+,0,.
contig_30,20143,21973,ena,CDS,.,+,0,.
contig_30,16513,16783,ena,CDS,.,+,0,.
contig_30,15530,16070,ena,CDS,.,+,0,.
contig_30,15238,15460,ena,CDS,.,+,0,.
contig_30,14648,14822,ena,CDS,.,+,0,.
contig_30,12497,12668,ena,CDS,.,+,0,.
contig_30,11138,12134,ena,CDS,.,+,0,.
contig_30,10109,10598,ena,CDS,.,+,0,.
contig_30,9609,10101,ena,CDS,.,+,0,.
contig_30,8917,9556,ena,CDS,.,+,0,.
contig_30,7765,8179,ena,CDS,.,+,0,.
contig_30,6652,6835,ena,CDS,.,+,0,.
contig_30,3138,5934,ena,CDS,.,+,0,.
contig_30,1356,2322,ena,CDS,.,+,0,.
contig_30,959,1133,ena,CDS,.,+,0,.
contig_7,99049,100477,ena,CDS,.,+,0,.
contig_7,98124,98211,ena,CDS,.,+,0,.
contig_7,96935,97154,ena,CDS,.,+,0,.
contig_7,95268,95838,ena,CDS,.,+,0,.
contig_7,92190,95208,ena,CDS,.,+,0,.
contig_7,91148,92108,ena,CDS,.,+,0,.
contig_7,89989,91021,ena,CDS,.,+,0,.
contig_7,89610,89826,ena,CDS,.,+,0,.
contig_7,89210,89444,ena,CDS,.,+,0,.
contig_7,88604,89195,ena,CDS,.,+,0,.
contig_7,84693,84828,ena,CDS,.,+,0,.
contig_7,83620,83833,ena,CDS,.,+,0,.
contig_7,81825,82017,ena,CDS,.,+,0,.
contig_7,80649,80904,ena,CDS,.,+,0,.
contig_7,79336,80383,ena,CDS,.,+,0,.
contig_7,78181,78382,ena,CDS,.,+,0,.
contig_7,76243,77983,ena,CDS,.,+,0,.
contig_7,75233,75449,ena,CDS,.,+,0,.
contig_7,74010,75000,ena,CDS,.,+,0,.
contig_7,73163,73598,ena,CDS,.,+,0,.
contig_7,70341,72804,ena,CDS,.,+,0,.
contig_7,69132,70317,ena,CDS,.,+,0,.
contig_7,67816,67978,ena,CDS,.,+,0,.
contig_7,66679,67111,ena,CDS,.,+,0,.
contig_7,64603,65968,ena,CDS,.,+,0,.
contig_7,63446,63872,ena,CDS,.,+,0,.
contig_7,62770,63157,ena,CDS,.,+,0,.
contig_7,60341,60911,ena,CDS,.,+,0,.
contig_7,58722,60252,ena,CDS,.,+,0,.
contig_7,57506,57746,ena,CDS,.,+,0,.
contig_7,54759,55284,ena,CDS,.,+,0,.
contig_7,54409,54652,ena,CDS,.,+,0,.
contig_7,53954,54095,ena,CDS,.,+,0,.
contig_7,53504,53897,ena,CDS,.,+,0,.
contig_7,52700,53147,ena,CDS,.,+,0,.
contig_7,51591,52506,ena,CDS,.,+,0,.
contig_7,50322,51363,ena,CDS,.,+,0,.
contig_7,49016,50312,ena,CDS,.,+,0,.
contig_7,48213,49011,ena,CDS,.,+,0,.
contig_7,46152,47754,ena,CDS,.,+,0,.
contig_7,43619,44924,ena,CDS,.,+,0,.
contig_7,43332,43503,ena,CDS,.,+,0,.
contig_7,40715,41099,ena,CDS,.,+,0,.
contig_7,39057,39591,ena,CDS,.,+,0,.
contig_7,38020,38536,ena,CDS,.,+,0,.
contig_7,36777,38016,ena,CDS,.,+,0,.
contig_7,35956,36724,ena,CDS,.,+,0,.
contig_7,34868,35954,ena,CDS,.,+,0,.
contig_7,33919,34645,ena,CDS,.,+,0,.
contig_7,32396,33263,ena,CDS,.,+,0,.
contig_7,31142,31826,ena,CDS,.,+,0,.
contig_7,29623,30337,ena,CDS,.,+,0,.
contig_7,28065,29196,ena,CDS,.,+,0,.
contig_7,25357,26665,ena,CDS,.,+,0,.
contig_7,23976,25266,ena,CDS,.,+,0,.
contig_7,23313,23910,ena,CDS,.,+,0,.
contig_7,20964,23241,ena,CDS,.,+,0,.
contig_7,19644,20139,ena,CDS,.,+,0,.
contig_7,17043,18246,ena,CDS,.,+,0,.
contig_7,16010,16985,ena,CDS,.,+,0,.
contig_7,15146,15449,ena,CDS,.,+,0,.
contig_7,10349,13994,ena,CDS,.,+,0,.
contig_7,8393,9224,ena,CDS,.,+,0,.
contig_7,7524,8391,ena,CDS,.,+,0,.
contig_7,5664,7506,ena,CDS,.,+,0,.
contig_7,4882,5638,ena,CDS,.,+,0,.
contig_7,3683,4595,ena,CDS,.,+,0,.
contig_7,2331,3030,ena,CDS,.,+,0,.
contig_7,1077,2247,ena,CDS,.,+,0,.
contig_7,375,657,ena,CDS,.,+,0,.
contig_4,86422,86656,ena,CDS,.,+,0,.
contig_4,85485,86403,ena,CDS,.,+,0,.
contig_4,84008,85232,ena,CDS,.,+,0,.
contig_4,83378,83975,ena,CDS,.,+,0,.
contig_4,82867,83371,ena,CDS,.,+,0,.
contig_4,82406,82739,ena,CDS,.,+,0,.
contig_4,80737,81982,ena,CDS,.,+,0,.
contig_4,79391,80732,ena,CDS,.,+,0,.
contig_4,78590,78902,ena,CDS,.,+,0,.
contig_4,76942,77116,ena,CDS,.,+,0,.
contig_4,74503,74713,ena,CDS,.,+,0,.
contig_4,73849,74497,ena,CDS,.,+,0,.
contig_4,73238,73832,ena,CDS,.,+,0,.
contig_4,72551,73145,ena,CDS,.,+,0,.
contig_4,71947,72199,ena,CDS,.,+,0,.
contig_4,70970,71075,ena,CDS,.,+,0,.
contig_4,69141,69813,ena,CDS,.,+,0,.
contig_4,68808,69087,ena,CDS,.,+,0,.
contig_4,67653,67854,ena,CDS,.,+,0,.
contig_4,67069,67498,ena,CDS,.,+,0,.
contig_4,66179,66989,ena,CDS,.,+,0,.
contig_4,65351,66098,ena,CDS,.,+,0,.
contig_4,64380,64848,ena,CDS,.,+,0,.
contig_4,63429,63825,ena,CDS,.,+,0,.
contig_4,63009,63264,ena,CDS,.,+,0,.
contig_4,60341,62420,ena,CDS,.,+,0,.
contig_4,56724,60309,ena,CDS,.,+,0,.
contig_4,53013,56379,ena,CDS,.,+,0,.
contig_4,51735,51921,ena,CDS,.,+,0,.
contig_4,51329,51590,ena,CDS,.,+,0,.
contig_4,49742,50720,ena,CDS,.,+,0,.
contig_4,49484,49670,ena,CDS,.,+,0,.
contig_4,49169,49358,ena,CDS,.,+,0,.
contig_4,47683,47887,ena,CDS,.,+,0,.
contig_4,45642,45795,ena,CDS,.,+,0,.
contig_4,43901,44102,ena,CDS,.,+,0,.
contig_4,43348,43678,ena,CDS,.,+,0,.
contig_4,43008,43335,ena,CDS,.,+,0,.
contig_4,41188,41317,ena,CDS,.,+,0,.
contig_4,39355,40363,ena,CDS,.,+,0,.
contig_4,36435,37653,ena,CDS,.,+,0,.
contig_4,35432,35765,ena,CDS,.,+,0,.
contig_4,32666,34250,ena,CDS,.,+,0,.
contig_4,31367,32426,ena,CDS,.,+,0,.
contig_4,30197,31358,ena,CDS,.,+,0,.
contig_4,29034,30087,ena,CDS,.,+,0,.
contig_4,27955,28951,ena,CDS,.,+,0,.
contig_4,24648,25215,ena,CDS,.,+,0,.
contig_4,23211,23532,ena,CDS,.,+,0,.
contig_4,22641,23136,ena,CDS,.,+,0,.
contig_4,20438,20729,ena,CDS,.,+,0,.
contig_4,18752,18947,ena,CDS,.,+,0,.
contig_4,17642,17771,ena,CDS,.,+,0,.
contig_4,17164,17305,ena,CDS,.,+,0,.
contig_4,15935,16091,ena,CDS,.,+,0,.
contig_4,15603,15825,ena,CDS,.,+,0,.
contig_4,15312,15591,ena,CDS,.,+,0,.
contig_4,14914,15061,ena,CDS,.,+,0,.
contig_4,13794,14751,ena,CDS,.,+,0,.
contig_4,13257,13431,ena,CDS,.,+,0,.
contig_4,11387,12428,ena,CDS,.,+,0,.
contig_4,10432,11377,ena,CDS,.,+,0,.
contig_4,9465,10431,ena,CDS,.,+,0,.
contig_4,7965,9453,ena,CDS,.,+,0,.
contig_4,6712,7930,ena,CDS,.,+,0,.
contig_4,6186,6702,ena,CDS,.,+,0,.
contig_4,4599,5748,ena,CDS,.,+,0,.
contig_4,4253,4508,ena,CDS,.,+,0,.
contig_4,2776,4243,ena,CDS,.,+,0,.
contig_4,2100,2766,ena,CDS,.,+,0,.
contig_4,847,2023,ena,CDS,.,+,0,.
contig_4,343,649,ena,CDS,.,+,0,.
contig_22,84351,84525,ena,CDS,.,+,0,.
contig_22,83136,83406,ena,CDS,.,+,0,.
contig_22,81633,81849,ena,CDS,.,+,0,.
contig_22,81461,81629,ena,CDS,.,+,0,.
contig_22,80337,80550,ena,CDS,.,+,0,.
contig_22,78895,80290,ena,CDS,.,+,0,.
contig_22,78366,78657,ena,CDS,.,+,0,.
contig_22,77579,78200,ena,CDS,.,+,0,.
contig_22,77022,77274,ena,CDS,.,+,0,.
contig_22,74805,76053,ena,CDS,.,+,0,.
contig_22,74054,74666,ena,CDS,.,+,0,.
contig_22,73395,73560,ena,CDS,.,+,0,.
contig_22,72844,73132,ena,CDS,.,+,0,.
contig_22,72558,72717,ena,CDS,.,+,0,.
contig_22,72222,72456,ena,CDS,.,+,0,.
contig_22,69142,69904,ena,CDS,.,+,0,.
contig_22,68782,68920,ena,CDS,.,+,0,.
contig_22,68636,68750,ena,CDS,.,+,0,.
contig_22,67881,68010,ena,CDS,.,+,0,.
contig_22,66933,67137,ena,CDS,.,+,0,.
contig_22,65083,65275,ena,CDS,.,+,0,.
contig_22,60330,62004,ena,CDS,.,+,0,.
contig_22,58432,60109,ena,CDS,.,+,0,.
contig_22,58118,58418,ena,CDS,.,+,0,.
contig_22,56905,58078,ena,CDS,.,+,0,.
contig_22,55951,56854,ena,CDS,.,+,0,.
contig_22,55175,55820,ena,CDS,.,+,0,.
contig_22,54440,55160,ena,CDS,.,+,0,.
contig_22,51897,54321,ena,CDS,.,+,0,.
contig_22,51427,51889,ena,CDS,.,+,0,.
contig_22,48797,50912,ena,CDS,.,+,0,.
contig_22,48403,48763,ena,CDS,.,+,0,.
contig_22,48117,48372,ena,CDS,.,+,0,.
contig_22,46158,47784,ena,CDS,.,+,0,.
contig_22,44683,45658,ena,CDS,.,+,0,.
contig_22,43458,44676,ena,CDS,.,+,0,.
contig_22,41129,41309,ena,CDS,.,+,0,.
contig_22,39534,39726,ena,CDS,.,+,0,.
contig_22,38326,39259,ena,CDS,.,+,0,.
contig_22,37478,38324,ena,CDS,.,+,0,.
contig_22,35748,35970,ena,CDS,.,+,0,.
contig_22,34882,35638,ena,CDS,.,+,0,.
contig_22,32930,33152,ena,CDS,.,+,0,.
contig_22,31460,31616,ena,CDS,.,+,0,.
contig_22,21767,23429,ena,CDS,.,+,0,.
