seqid,start,end,source,type,score,strand,phase,attributes
DN38.contig00003,43470,44208,ena,CDS,.,+,0,.
DN38.contig00003,42983,43307,ena,CDS,.,+,0,.
DN38.contig00003,41625,42948,ena,CDS,.,+,0,.
DN38.contig00003,40526,41486,ena,CDS,.,+,0,.
DN38.contig00003,37040,40472,ena,CDS,.,+,0,.
DN38.contig00003,36333,36954,ena,CDS,.,+,0,.
DN38.contig00003,35298,36309,ena,CDS,.,+,0,.
DN38.contig00003,34220,35009,ena,CDS,.,+,0,.
DN38.contig00003,33757,34219,ena,CDS,.,+,0,.
DN38.contig00003,32626,33682,ena,CDS,.,+,0,.
DN38.contig00003,32116,32617,ena,CDS,.,+,0,.
DN38.contig00003,29681,32093,ena,CDS,.,+,0,.
DN38.contig00003,28460,29633,ena,CDS,.,+,0,.
DN38.contig00003,27069,28278,ena,CDS,.,+,0,.
DN38.contig00003,26259,27021,ena,CDS,.,+,0,.
DN38.contig00003,25645,26161,ena,CDS,.,+,0,.
DN38.contig00003,25008,25317,ena,CDS,.,+,0,.
DN38.contig00003,23974,24706,ena,CDS,.,+,0,.
DN38.contig00003,22944,23787,ena,CDS,.,+,0,.
DN38.contig00003,22084,22813,ena,CDS,.,+,0,.
DN38.contig00003,21159,21387,ena,CDS,.,+,0,.
DN38.contig00003,20015,20162,ena,CDS,.,+,0,.
DN38.contig00003,19435,19747,ena,CDS,.,+,0,.
DN38.contig00003,18790,18904,ena,CDS,.,+,0,.
DN38.contig00003,17044,17467,ena,CDS,.,+,0,.
DN38.contig00003,15947,16952,ena,CDS,.,+,0,.
DN38.contig00003,15689,15887,ena,CDS,.,+,0,.
DN38.contig00003,14922,15417,ena,CDS,.,+,0,.
DN38.contig00003,13572,14682,ena,CDS,.,+,0,.
DN38.contig00003,12878,13532,ena,CDS,.,+,0,.
DN38.contig00003,11776,12874,ena,CDS,.,+,0,.
DN38.contig00003,11436,11745,ena,CDS,.,+,0,.
DN38.contig00003,9941,11195,ena,CDS,.,+,0,.
DN38.contig00003,8799,9933,ena,CDS,.,+,0,.
DN38.contig00003,8298,8589,ena,CDS,.,+,0,.
DN38.contig00003,6908,8156,ena,CDS,.,+,0,.
DN38.contig00003,6348,6813,ena,CDS,.,+,0,.
DN38.contig00003,5018,6311,ena,CDS,.,+,0,.
DN38.contig00003,2758,3022,ena,CDS,.,+,0,.
DN38.contig00003,1848,2169,ena,CDS,.,+,0,.
DN38.contig00003,1549,1741,ena,CDS,.,+,0,.
DN38.contig00004,154404,154578,ena,CDS,.,+,0,.
DN38.contig00004,151554,151869,ena,CDS,.,+,0,.
DN38.contig00004,146127,146460,ena,CDS,.,+,0,.
DN38.contig00004,145666,145990,ena,CDS,.,+,0,.
DN38.contig00004,145203,145653,ena,CDS,.,+,0,.
DN38.contig00004,140620,142384,ena,CDS,.,+,0,.
DN38.contig00004,138830,140615,ena,CDS,.,+,0,.
DN38.contig00004,136667,138467,ena,CDS,.,+,0,.
DN38.contig00004,135338,135881,ena,CDS,.,+,0,.
DN38.contig00004,134173,135184,ena,CDS,.,+,0,.
DN38.contig00004,129258,134100,ena,CDS,.,+,0,.
DN38.contig00004,126193,128800,ena,CDS,.,+,0,.
DN38.contig00004,125277,125994,ena,CDS,.,+,0,.
DN38.contig00004,123171,125169,ena,CDS,.,+,0,.
DN38.contig00004,122527,123154,ena,CDS,.,+,0,.
DN38.contig00004,121872,122427,ena,CDS,.,+,0,.
DN38.contig00004,120981,121179,ena,CDS,.,+,0,.
DN38.contig00004,115330,115693,ena,CDS,.,+,0,.
DN38.contig00004,113519,114416,ena,CDS,.,+,0,.
DN38.contig00004,112708,113029,ena,CDS,.,+,0,.
DN38.contig00004,111662,112139,ena,CDS,.,+,0,.
DN38.contig00004,109107,109695,ena,CDS,.,+,0,.
DN38.contig00004,107341,108409,ena,CDS,.,+,0,.
DN38.contig00004,106726,107335,ena,CDS,.,+,0,.
DN38.contig00004,103859,106715,ena,CDS,.,+,0,.
DN38.contig00004,103650,103848,ena,CDS,.,+,0,.
DN38.contig00004,102902,103574,ena,CDS,.,+,0,.
DN38.contig00004,101230,102892,ena,CDS,.,+,0,.
DN38.contig00004,99888,100455,ena,CDS,.,+,0,.
DN38.contig00004,98836,99073,ena,CDS,.,+,0,.
DN38.contig00004,97350,98814,ena,CDS,.,+,0,.
DN38.contig00004,95897,97010,ena,CDS,.,+,0,.
DN38.contig00004,93898,94987,ena,CDS,.,+,0,.
DN38.contig00004,91865,92093,ena,CDS,.,+,0,.
DN38.contig00004,89007,89295,ena,CDS,.,+,0,.
DN38.contig00004,87176,88085,ena,CDS,.,+,0,.
DN38.contig00004,86275,87013,ena,CDS,.,+,0,.
DN38.contig00004,83862,85383,ena,CDS,.,+,0,.
DN38.contig00004,82475,82763,ena,CDS,.,+,0,.
DN38.contig00004,77001,77850,ena,CDS,.,+,0,.
DN38.contig00004,75714,76695,ena,CDS,.,+,0,.
DN38.contig00004,74962,75520,ena,CDS,.,+,0,.
DN38.contig00004,74573,74900,ena,CDS,.,+,0,.
DN38.contig00004,73959,74499,ena,CDS,.,+,0,.
DN38.contig00004,72891,73950,ena,CDS,.,+,0,.
DN38.contig00004,71818,72577,ena,CDS,.,+,0,.
DN38.contig00004,70482,70677,ena,CDS,.,+,0,.
DN38.contig00004,68366,68516,ena,CDS,.,+,0,.
DN38.contig00004,67821,68046,ena,CDS,.,+,0,.
DN38.contig00004,67259,67403,ena,CDS,.,+,0,.
DN38.contig00004,65154,65625,ena,CDS,.,+,0,.
DN38.contig00004,64781,65144,ena,CDS,.,+,0,.
DN38.contig00004,63618,64647,ena,CDS,.,+,0,.
DN38.contig00004,62542,63577,ena,CDS,.,+,0,.
DN38.contig00004,62291,62501,ena,CDS,.,+,0,.
DN38.contig00004,60928,61336,ena,CDS,.,+,0,.
DN38.contig00004,59971,60190,ena,CDS,.,+,0,.
DN38.contig00004,58478,59450,ena,CDS,.,+,0,.
DN38.contig00004,57375,57558,ena,CDS,.,+,0,.
DN38.contig00004,56476,56626,ena,CDS,.,+,0,.
DN38.contig00004,51374,52313,ena,CDS,.,+,0,.
DN38.contig00004,50238,51324,ena,CDS,.,+,0,.
DN38.contig00004,48585,48774,ena,CDS,.,+,0,.
DN38.contig00004,48318,48558,ena,CDS,.,+,0,.
DN38.contig00004,47187,47538,ena,CDS,.,+,0,.
DN38.contig00004,46651,47110,ena,CDS,.,+,0,.
DN38.contig00004,45435,46149,ena,CDS,.,+,0,.
DN38.contig00004,43435,45106,ena,CDS,.,+,0,.
DN38.contig00004,42499,43372,ena,CDS,.,+,0,.
DN38.contig00004,40721,40883,ena,CDS,.,+,0,.
DN38.contig00004,40366,40513,ena,CDS,.,+,0,.
DN38.contig00004,40142,40346,ena,CDS,.,+,0,.
DN38.contig00004,38822,38960,ena,CDS,.,+,0,.
DN38.contig00004,37412,38291,ena,CDS,.,+,0,.
DN38.contig00004,36935,37142,ena,CDS,.,+,0,.
DN38.contig00004,36223,36388,ena,CDS,.,+,0,.
DN38.contig00004,30384,31437,ena,CDS,.,+,0,.
DN38.contig00004,29176,30382,ena,CDS,.,+,0,.
DN38.contig00004,28085,29150,ena,CDS,.,+,0,.
DN38.contig00004,26268,27642,ena,CDS,.,+,0,.
DN38.contig00004,22989,23556,ena,CDS,.,+,0,.
DN38.contig00004,22155,22752,ena,CDS,.,+,0,.
DN38.contig00004,20839,21817,ena,CDS,.,+,0,.
DN38.contig00004,19412,19970,ena,CDS,.,+,0,.
DN38.contig00004,17667,19284,ena,CDS,.,+,0,.
DN38.contig00004,16150,16333,ena,CDS,.,+,0,.
DN38.contig00004,11855,12230,ena,CDS,.,+,0,.
DN38.contig00004,9622,9847,ena,CDS,.,+,0,.
DN38.contig00004,8686,9550,ena,CDS,.,+,0,.
DN38.contig00004,7952,8465,ena,CDS,.,+,0,.
DN38.contig00004,6948,7521,ena,CDS,.,+,0,.
DN38.contig00004,6826,6919,ena,CDS,.,+,0,.
DN38.contig00004,6268,6430,ena,CDS,.,+,0,.
DN38.contig00004,5919,6078,ena,CDS,.,+,0,.
DN38.contig00004,1044,4614,ena,CDS,.,+,0,.
DN38.contig00004,10,130,ena,CDS,.,+,0,.
DN38.contig00005,150771,151260,ena,CDS,.,+,0,.
DN38.contig00005,150361,150745,ena,CDS,.,+,0,.
DN38.contig00005,146914,149272,ena,CDS,.,+,0,.
DN38.contig00005,145677,146808,ena,CDS,.,+,0,.
DN38.contig00005,144062,145001,ena,CDS,.,+,0,.
DN38.contig00005,141523,141952,ena,CDS,.,+,0,.
DN38.contig00005,140062,140263,ena,CDS,.,+,0,.
DN38.contig00005,138289,138484,ena,CDS,.,+,0,.
DN38.contig00005,137408,137687,ena,CDS,.,+,0,.
DN38.contig00005,135293,135578,ena,CDS,.,+,0,.
DN38.contig00005,132807,133005,ena,CDS,.,+,0,.
DN38.contig00005,132635,132806,ena,CDS,.,+,0,.
DN38.contig00005,131967,132270,ena,CDS,.,+,0,.
DN38.contig00005,131274,131514,ena,CDS,.,+,0,.
DN38.contig00005,129858,130080,ena,CDS,.,+,0,.
DN38.contig00005,128980,129280,ena,CDS,.,+,0,.
DN38.contig00005,127012,127285,ena,CDS,.,+,0,.
DN38.contig00005,126522,126648,ena,CDS,.,+,0,.
DN38.contig00005,125655,126216,ena,CDS,.,+,0,.
DN38.contig00005,118911,122142,ena,CDS,.,+,0,.
DN38.contig00005,117860,118895,ena,CDS,.,+,0,.
DN38.contig00005,116889,117273,ena,CDS,.,+,0,.
DN38.contig00005,116078,116342,ena,CDS,.,+,0,.
DN38.contig00005,113067,115779,ena,CDS,.,+,0,.
DN38.contig00005,111218,112136,ena,CDS,.,+,0,.
DN38.contig00005,109924,111121,ena,CDS,.,+,0,.
DN38.contig00005,108838,109894,ena,CDS,.,+,0,.
DN38.contig00005,107991,108639,ena,CDS,.,+,0,.
DN38.contig00005,106214,107675,ena,CDS,.,+,0,.
DN38.contig00005,105160,106201,ena,CDS,.,+,0,.
DN38.contig00005,104058,105153,ena,CDS,.,+,0,.
DN38.contig00005,102605,103940,ena,CDS,.,+,0,.
DN38.contig00005,101628,102594,ena,CDS,.,+,0,.
DN38.contig00005,100165,101515,ena,CDS,.,+,0,.
DN38.contig00005,98669,100157,ena,CDS,.,+,0,.
DN38.contig00005,96910,98653,ena,CDS,.,+,0,.
DN38.contig00005,95633,96584,ena,CDS,.,+,0,.
DN38.contig00005,93449,94877,ena,CDS,.,+,0,.
DN38.contig00005,91301,93182,ena,CDS,.,+,0,.
DN38.contig00005,88631,91283,ena,CDS,.,+,0,.
DN38.contig00005,87802,88573,ena,CDS,.,+,0,.
DN38.contig00005,86974,87166,ena,CDS,.,+,0,.
DN38.contig00005,83630,85370,ena,CDS,.,+,0,.
DN38.contig00005,82819,83572,ena,CDS,.,+,0,.
DN38.contig00005,81948,82803,ena,CDS,.,+,0,.
DN38.contig00005,80542,81088,ena,CDS,.,+,0,.
DN38.contig00005,79980,80148,ena,CDS,.,+,0,.
DN38.contig00005,78057,78309,ena,CDS,.,+,0,.
DN38.contig00005,77320,77662,ena,CDS,.,+,0,.
DN38.contig00005,76542,76752,ena,CDS,.,+,0,.
DN38.contig00005,75850,76258,ena,CDS,.,+,0,.
DN38.contig00005,74552,74705,ena,CDS,.,+,0,.
DN38.contig00005,73263,73539,ena,CDS,.,+,0,.
DN38.contig00005,70706,72992,ena,CDS,.,+,0,.
DN38.contig00005,68822,70703,ena,CDS,.,+,0,.
DN38.contig00005,67890,68478,ena,CDS,.,+,0,.
DN38.contig00005,67712,67889,ena,CDS,.,+,0,.
DN38.contig00005,67344,67479,ena,CDS,.,+,0,.
DN38.contig00005,66599,67046,ena,CDS,.,+,0,.
DN38.contig00005,65966,66593,ena,CDS,.,+,0,.
DN38.contig00005,62870,64301,ena,CDS,.,+,0,.
DN38.contig00005,59960,62807,ena,CDS,.,+,0,.
DN38.contig00005,58579,59836,ena,CDS,.,+,0,.
DN38.contig00005,56578,58096,ena,CDS,.,+,0,.
DN38.contig00005,54870,55200,ena,CDS,.,+,0,.
DN38.contig00005,52662,53421,ena,CDS,.,+,0,.
DN38.contig00005,51061,52651,ena,CDS,.,+,0,.
DN38.contig00005,50531,50867,ena,CDS,.,+,0,.
DN38.contig00005,50106,50280,ena,CDS,.,+,0,.
DN38.contig00005,48354,49656,ena,CDS,.,+,0,.
DN38.contig00005,46749,48276,ena,CDS,.,+,0,.
DN38.contig00005,45527,46364,ena,CDS,.,+,0,.
DN38.contig00005,43232,45449,ena,CDS,.,+,0,.
DN38.contig00005,41846,43169,ena,CDS,.,+,0,.
DN38.contig00005,40775,41111,ena,CDS,.,+,0,.
DN38.contig00005,37659,38904,ena,CDS,.,+,0,.
DN38.contig00005,37433,37619,ena,CDS,.,+,0,.
DN38.contig00005,35907,36147,ena,CDS,.,+,0,.
DN38.contig00005,35270,35651,ena,CDS,.,+,0,.
DN38.contig00005,34739,35264,ena,CDS,.,+,0,.
DN38.contig00005,33918,34539,ena,CDS,.,+,0,.
DN38.contig00005,32976,33744,ena,CDS,.,+,0,.
DN38.contig00005,32111,32777,ena,CDS,.,+,0,.
DN38.contig00005,31303,32068,ena,CDS,.,+,0,.
DN38.contig00005,29286,31080,ena,CDS,.,+,0,.
DN38.contig00005,28979,29174,ena,CDS,.,+,0,.
DN38.contig00005,27837,28707,ena,CDS,.,+,0,.
DN38.contig00005,27106,27745,ena,CDS,.,+,0,.
DN38.contig00005,26520,27093,ena,CDS,.,+,0,.
DN38.contig00005,24038,24383,ena,CDS,.,+,0,.
DN38.contig00005,23728,23989,ena,CDS,.,+,0,.
DN38.contig00005,20434,21664,ena,CDS,.,+,0,.
DN38.contig00005,19214,20423,ena,CDS,.,+,0,.
DN38.contig00005,18618,19194,ena,CDS,.,+,0,.
DN38.contig00005,15494,15644,ena,CDS,.,+,0,.
DN38.contig00005,14306,14801,ena,CDS,.,+,0,.
DN38.contig00005,12856,14305,ena,CDS,.,+,0,.
DN38.contig00005,12629,12797,ena,CDS,.,+,0,.
DN38.contig00005,10238,12098,ena,CDS,.,+,0,.
DN38.contig00005,9151,10117,ena,CDS,.,+,0,.
DN38.contig00005,8546,8852,ena,CDS,.,+,0,.
DN38.contig00005,7776,7941,ena,CDS,.,+,0,.
DN38.contig00005,7368,7767,ena,CDS,.,+,0,.
DN38.contig00005,6468,7104,ena,CDS,.,+,0,.
DN38.contig00005,5474,5975,ena,CDS,.,+,0,.
DN38.contig00005,5066,5468,ena,CDS,.,+,0,.
DN38.contig00005,3496,3922,ena,CDS,.,+,0,.
DN38.contig00006,150357,150486,ena,CDS,.,+,0,.
DN38.contig00006,148778,150113,ena,CDS,.,+,0,.
DN38.contig00006,147257,147779,ena,CDS,.,+,0,.
DN38.contig00006,146177,146531,ena,CDS,.,+,0,.
DN38.contig00006,145264,145603,ena,CDS,.,+,0,.
DN38.contig00006,143530,144829,ena,CDS,.,+,0,.
DN38.contig00006,140028,141813,ena,CDS,.,+,0,.
DN38.contig00006,137141,139964,ena,CDS,.,+,0,.
DN38.contig00006,136110,136986,ena,CDS,.,+,0,.
DN38.contig00006,135296,135941,ena,CDS,.,+,0,.
DN38.contig00006,126833,126998,ena,CDS,.,+,0,.
DN38.contig00006,125771,126008,ena,CDS,.,+,0,.
DN38.contig00006,124102,124495,ena,CDS,.,+,0,.
DN38.contig00006,123520,123751,ena,CDS,.,+,0,.
DN38.contig00006,121934,122315,ena,CDS,.,+,0,.
DN38.contig00006,121368,121539,ena,CDS,.,+,0,.
DN38.contig00006,117093,117237,ena,CDS,.,+,0,.
DN38.contig00006,110983,111241,ena,CDS,.,+,0,.
DN38.contig00006,110169,110421,ena,CDS,.,+,0,.
DN38.contig00006,108532,108658,ena,CDS,.,+,0,.
DN38.contig00006,107382,107589,ena,CDS,.,+,0,.
DN38.contig00006,107136,107319,ena,CDS,.,+,0,.
DN38.contig00006,106648,107107,ena,CDS,.,+,0,.
DN38.contig00006,101976,102186,ena,CDS,.,+,0,.
DN38.contig00006,101640,101877,ena,CDS,.,+,0,.
DN38.contig00006,100509,101040,ena,CDS,.,+,0,.
DN38.contig00006,100147,100255,ena,CDS,.,+,0,.
DN38.contig00006,99916,100075,ena,CDS,.,+,0,.
DN38.contig00006,97748,98027,ena,CDS,.,+,0,.
DN38.contig00006,97274,97658,ena,CDS,.,+,0,.
DN38.contig00006,96686,97124,ena,CDS,.,+,0,.
DN38.contig00006,94249,96565,ena,CDS,.,+,0,.
DN38.contig00006,92885,93830,ena,CDS,.,+,0,.
DN38.contig00006,92019,92538,ena,CDS,.,+,0,.
DN38.contig00006,89372,89594,ena,CDS,.,+,0,.
DN38.contig00006,88173,88782,ena,CDS,.,+,0,.
DN38.contig00006,83205,83559,ena,CDS,.,+,0,.
DN38.contig00006,82359,82740,ena,CDS,.,+,0,.
DN38.contig00006,81472,82288,ena,CDS,.,+,0,.
DN38.contig00006,80787,81459,ena,CDS,.,+,0,.
DN38.contig00006,79181,80477,ena,CDS,.,+,0,.
DN38.contig00006,76777,79129,ena,CDS,.,+,0,.
DN38.contig00006,76529,76664,ena,CDS,.,+,0,.
DN38.contig00006,75985,76354,ena,CDS,.,+,0,.
DN38.contig00006,73091,74717,ena,CDS,.,+,0,.
DN38.contig00006,71093,72317,ena,CDS,.,+,0,.
DN38.contig00006,70719,70992,ena,CDS,.,+,0,.
DN38.contig00006,69968,70706,ena,CDS,.,+,0,.
DN38.contig00006,69022,69265,ena,CDS,.,+,0,.
DN38.contig00006,66738,67410,ena,CDS,.,+,0,.
DN38.contig00006,66355,66646,ena,CDS,.,+,0,.
DN38.contig00006,65686,66241,ena,CDS,.,+,0,.
DN38.contig00006,65138,65570,ena,CDS,.,+,0,.
DN38.contig00006,64245,64803,ena,CDS,.,+,0,.
DN38.contig00006,63598,64192,ena,CDS,.,+,0,.
DN38.contig00006,62610,63321,ena,CDS,.,+,0,.
DN38.contig00006,61231,61498,ena,CDS,.,+,0,.
DN38.contig00006,59671,59818,ena,CDS,.,+,0,.
DN38.contig00006,58847,59096,ena,CDS,.,+,0,.
DN38.contig00006,57674,58097,ena,CDS,.,+,0,.
DN38.contig00006,57030,57594,ena,CDS,.,+,0,.
DN38.contig00006,56059,56995,ena,CDS,.,+,0,.
DN38.contig00006,55566,56025,ena,CDS,.,+,0,.
DN38.contig00006,54525,55155,ena,CDS,.,+,0,.
DN38.contig00006,53843,54332,ena,CDS,.,+,0,.
DN38.contig00006,52564,53722,ena,CDS,.,+,0,.
DN38.contig00006,51034,51250,ena,CDS,.,+,0,.
DN38.contig00006,50657,50810,ena,CDS,.,+,0,.
DN38.contig00006,49234,50131,ena,CDS,.,+,0,.
DN38.contig00006,46767,46932,ena,CDS,.,+,0,.
DN38.contig00006,45943,46138,ena,CDS,.,+,0,.
DN38.contig00006,43877,44303,ena,CDS,.,+,0,.
DN38.contig00006,41696,42188,ena,CDS,.,+,0,.
DN38.contig00006,37748,39161,ena,CDS,.,+,0,.
DN38.contig00006,33550,34594,ena,CDS,.,+,0,.
DN38.contig00006,31497,33258,ena,CDS,.,+,0,.
DN38.contig00006,28952,30830,ena,CDS,.,+,0,.
DN38.contig00006,27078,28854,ena,CDS,.,+,0,.
DN38.contig00006,26557,27001,ena,CDS,.,+,0,.
DN38.contig00006,26312,26528,ena,CDS,.,+,0,.
DN38.contig00006,25964,26285,ena,CDS,.,+,0,.
DN38.contig00006,24255,24480,ena,CDS,.,+,0,.
DN38.contig00006,23411,24038,ena,CDS,.,+,0,.
DN38.contig00006,22419,22722,ena,CDS,.,+,0,.
DN38.contig00006,12762,15402,ena,CDS,.,+,0,.
DN38.contig00006,11804,12545,ena,CDS,.,+,0,.
DN38.contig00006,10053,10191,ena,CDS,.,+,0,.
DN38.contig00006,8081,8360,ena,CDS,.,+,0,.
DN38.contig00006,7378,7579,ena,CDS,.,+,0,.
DN38.contig00006,6703,6892,ena,CDS,.,+,0,.
DN38.contig00006,2346,2598,ena,CDS,.,+,0,.
DN38.contig00007,126378,126462,ena,CDS,.,+,0,.
DN38.contig00007,124872,125124,ena,CDS,.,+,0,.
DN38.contig00007,123423,124368,ena,CDS,.,+,0,.
DN38.contig00007,122596,123319,ena,CDS,.,+,0,.
DN38.contig00007,121006,121252,ena,CDS,.,+,0,.
DN38.contig00007,119012,120170,ena,CDS,.,+,0,.
DN38.contig00007,116422,116830,ena,CDS,.,+,0,.
DN38.contig00007,114571,116002,ena,CDS,.,+,0,.
DN38.contig00007,113513,114128,ena,CDS,.,+,0,.
DN38.contig00007,112536,113370,ena,CDS,.,+,0,.
DN38.contig00007,112064,112403,ena,CDS,.,+,0,.
DN38.contig00007,110856,111768,ena,CDS,.,+,0,.
DN38.contig00007,109951,110755,ena,CDS,.,+,0,.
DN38.contig00007,108659,109874,ena,CDS,.,+,0,.
DN38.contig00007,108304,108541,ena,CDS,.,+,0,.
DN38.contig00007,107322,108069,ena,CDS,.,+,0,.
DN38.contig00007,106368,107307,ena,CDS,.,+,0,.
DN38.contig00007,105363,106314,ena,CDS,.,+,0,.
DN38.contig00007,104590,105358,ena,CDS,.,+,0,.
DN38.contig00007,103998,104118,ena,CDS,.,+,0,.
DN38.contig00007,102362,102764,ena,CDS,.,+,0,.
DN38.contig00007,100164,100497,ena,CDS,.,+,0,.
DN38.contig00007,98844,98982,ena,CDS,.,+,0,.
DN38.contig00007,98167,98533,ena,CDS,.,+,0,.
DN38.contig00007,96578,96968,ena,CDS,.,+,0,.
DN38.contig00007,96313,96544,ena,CDS,.,+,0,.
DN38.contig00007,92346,95031,ena,CDS,.,+,0,.
DN38.contig00007,89879,90992,ena,CDS,.,+,0,.
DN38.contig00007,86814,87975,ena,CDS,.,+,0,.
DN38.contig00007,85614,86616,ena,CDS,.,+,0,.
DN38.contig00007,84738,84960,ena,CDS,.,+,0,.
DN38.contig00007,82098,83019,ena,CDS,.,+,0,.
DN38.contig00007,80134,82078,ena,CDS,.,+,0,.
DN38.contig00007,79459,80050,ena,CDS,.,+,0,.
DN38.contig00007,79119,79239,ena,CDS,.,+,0,.
DN38.contig00007,76720,77209,ena,CDS,.,+,0,.
DN38.contig00007,75177,76392,ena,CDS,.,+,0,.
DN38.contig00007,74731,75175,ena,CDS,.,+,0,.
DN38.contig00007,74219,74702,ena,CDS,.,+,0,.
DN38.contig00007,72296,74147,ena,CDS,.,+,0,.
DN38.contig00007,71811,72195,ena,CDS,.,+,0,.
DN38.contig00007,71542,71716,ena,CDS,.,+,0,.
DN38.contig00007,70757,71510,ena,CDS,.,+,0,.
DN38.contig00007,70250,70667,ena,CDS,.,+,0,.
DN38.contig00007,69378,70002,ena,CDS,.,+,0,.
DN38.contig00007,68595,69006,ena,CDS,.,+,0,.
DN38.contig00007,68032,68527,ena,CDS,.,+,0,.
DN38.contig00007,67628,67994,ena,CDS,.,+,0,.
DN38.contig00007,67038,67218,ena,CDS,.,+,0,.
DN38.contig00007,66208,66985,ena,CDS,.,+,0,.
DN38.contig00007,65065,66199,ena,CDS,.,+,0,.
DN38.contig00007,63530,65039,ena,CDS,.,+,0,.
DN38.contig00007,63060,63201,ena,CDS,.,+,0,.
DN38.contig00007,62656,63010,ena,CDS,.,+,0,.
DN38.contig00007,61927,62647,ena,CDS,.,+,0,.
DN38.contig00007,61503,61872,ena,CDS,.,+,0,.
DN38.contig00007,60876,61458,ena,CDS,.,+,0,.
DN38.contig00007,59843,60731,ena,CDS,.,+,0,.
DN38.contig00007,58372,59830,ena,CDS,.,+,0,.
DN38.contig00007,56214,58308,ena,CDS,.,+,0,.
DN38.contig00007,55415,55883,ena,CDS,.,+,0,.
DN38.contig00007,53364,53541,ena,CDS,.,+,0,.
DN38.contig00007,52858,53020,ena,CDS,.,+,0,.
DN38.contig00007,51852,52449,ena,CDS,.,+,0,.
DN38.contig00007,46620,48897,ena,CDS,.,+,0,.
DN38.contig00007,42351,45621,ena,CDS,.,+,0,.
DN38.contig00007,41189,42074,ena,CDS,.,+,0,.
DN38.contig00007,38665,39436,ena,CDS,.,+,0,.
DN38.contig00007,37766,38564,ena,CDS,.,+,0,.
DN38.contig00007,36015,37230,ena,CDS,.,+,0,.
DN38.contig00007,33176,35987,ena,CDS,.,+,0,.
DN38.contig00007,32473,33088,ena,CDS,.,+,0,.
DN38.contig00007,30653,32363,ena,CDS,.,+,0,.
DN38.contig00007,30045,30258,ena,CDS,.,+,0,.
DN38.contig00007,27358,28129,ena,CDS,.,+,0,.
DN38.contig00007,25406,26483,ena,CDS,.,+,0,.
DN38.contig00007,24194,24728,ena,CDS,.,+,0,.
DN38.contig00007,21672,22362,ena,CDS,.,+,0,.
DN38.contig00007,21367,21667,ena,CDS,.,+,0,.
DN38.contig00007,19728,20229,ena,CDS,.,+,0,.
DN38.contig00007,17871,18828,ena,CDS,.,+,0,.
DN38.contig00007,16808,17831,ena,CDS,.,+,0,.
DN38.contig00007,15462,16482,ena,CDS,.,+,0,.
DN38.contig00007,14541,14754,ena,CDS,.,+,0,.
DN38.contig00007,13478,13613,ena,CDS,.,+,0,.
DN38.contig00007,13075,13312,ena,CDS,.,+,0,.
DN38.contig00007,12522,13050,ena,CDS,.,+,0,.
DN38.contig00007,12051,12315,ena,CDS,.,+,0,.
DN38.contig00007,11803,12013,ena,CDS,.,+,0,.
DN38.contig00007,11567,11801,ena,CDS,.,+,0,.
DN38.contig00007,9323,10409,ena,CDS,.,+,0,.
DN38.contig00007,7826,8714,ena,CDS,.,+,0,.
DN38.contig00007,7438,7594,ena,CDS,.,+,0,.
DN38.contig00007,7068,7431,ena,CDS,.,+,0,.
DN38.contig00007,5529,7047,ena,CDS,.,+,0,.
DN38.contig00007,4777,5527,ena,CDS,.,+,0,.
DN38.contig00007,4441,4765,ena,CDS,.,+,0,.
DN38.contig00007,2176,2647,ena,CDS,.,+,0,.
DN38.contig00007,30,993,ena,CDS,.,+,0,.
DN38.contig00008,123125,123491,ena,CDS,.,+,0,.
DN38.contig00008,120670,122731,ena,CDS,.,+,0,.
DN38.contig00008,118141,120322,ena,CDS,.,+,0,.
DN38.contig00008,115602,118056,ena,CDS,.,+,0,.
DN38.contig00008,113757,113931,ena,CDS,.,+,0,.
DN38.contig00008,112890,113001,ena,CDS,.,+,0,.
DN38.contig00008,111894,112251,ena,CDS,.,+,0,.
DN38.contig00008,110713,110884,ena,CDS,.,+,0,.
DN38.contig00008,108975,109851,ena,CDS,.,+,0,.
DN38.contig00008,108141,108861,ena,CDS,.,+,0,.
DN38.contig00008,107844,108054,ena,CDS,.,+,0,.
DN38.contig00008,107514,107682,ena,CDS,.,+,0,.
DN38.contig00008,104465,106442,ena,CDS,.,+,0,.
DN38.contig00008,102290,102560,ena,CDS,.,+,0,.
DN38.contig00008,99955,100987,ena,CDS,.,+,0,.
DN38.contig00008,96679,96775,ena,CDS,.,+,0,.
DN38.contig00008,94246,94372,ena,CDS,.,+,0,.
DN38.contig00008,91888,91987,ena,CDS,.,+,0,.
DN38.contig00008,89337,90981,ena,CDS,.,+,0,.
DN38.contig00008,88138,89074,ena,CDS,.,+,0,.
DN38.contig00008,86903,87695,ena,CDS,.,+,0,.
DN38.contig00008,86023,86902,ena,CDS,.,+,0,.
DN38.contig00008,84420,85953,ena,CDS,.,+,0,.
DN38.contig00008,82310,82631,ena,CDS,.,+,0,.
DN38.contig00008,78551,79010,ena,CDS,.,+,0,.
DN38.contig00008,77438,77783,ena,CDS,.,+,0,.
DN38.contig00008,73898,74288,ena,CDS,.,+,0,.
DN38.contig00008,68309,70424,ena,CDS,.,+,0,.
DN38.contig00008,66414,68295,ena,CDS,.,+,0,.
DN38.contig00008,65716,66379,ena,CDS,.,+,0,.
DN38.contig00008,64316,65708,ena,CDS,.,+,0,.
DN38.contig00008,62853,63429,ena,CDS,.,+,0,.
